,open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore,datetime_utc,datetime_utc_str,time_str,pos
16,1713658560000,3144.43,3144.43,3141.8,3142.04,589.45,1713658619999,1852598.73318,1577,164.995,518502.72475,0,2024-04-21 00:16:59.999,2024-04-21 00:16:59.999,00:16,1
17,1713658620000,3142.05,3145.6,3141.41,3144.57,848.462,1713658679999,2667054.07981,1581,637.978,2005515.79938,0,2024-04-21 00:17:59.999,2024-04-21 00:17:59.999,00:17,1
18,1713658680000,3144.57,3145.18,3142.54,3145.18,374.694,1713658739999,1177830.02152,961,244.34,768089.96751,0,2024-04-21 00:18:59.999,2024-04-21 00:18:59.999,00:18,1
19,1713658740000,3145.19,3148.24,3145.19,3147.16,678.243,1713658799999,2134381.41682,1741,403.049,1268362.87387,0,2024-04-21 00:19:59.999,2024-04-21 00:19:59.999,00:19,1
20,1713658800000,3147.16,3147.75,3146.57,3147.5,347.217,1713658859999,1092696.51679,887,218.879,688794.5419,0,2024-04-21 00:20:59.999,2024-04-21 00:20:59.999,00:20,1
21,1713658860000,3147.49,3147.49,3145.28,3145.28,256.33,1713658919999,806551.03753,871,35.051,110285.27412,0,2024-04-21 00:21:59.999,2024-04-21 00:21:59.999,00:21,1
22,1713658920000,3145.29,3145.29,3142.84,3143.82,599.281,1713658979999,1883914.95029,1049,313.184,984449.22477,0,2024-04-21 00:22:59.999,2024-04-21 00:22:59.999,00:22,1
23,1713658980000,3143.81,3144.35,3142.43,3142.97,334.815,1713659039999,1052408.05139,883,160.901,505729.28031,0,2024-04-21 00:23:59.999,2024-04-21 00:23:59.999,00:23,1
24,1713659040000,3142.97,3143.31,3141.62,3143.02,544.714,1713659099999,1711727.85978,1026,317.505,997685.13773,0,2024-04-21 00:24:59.999,2024-04-21 00:24:59.999,00:24,1
25,1713659100000,3143.03,3143.14,3141.88,3142.57,298.767,1713659159999,938911.15165,788,110.454,347101.02436,0,2024-04-21 00:25:59.999,2024-04-21 00:25:59.999,00:25,1
26,1713659160000,3142.56,3142.57,3141.62,3142.1,363.023,1713659219999,1140659.05947,680,123.663,388531.65416,0,2024-04-21 00:26:59.999,2024-04-21 00:26:59.999,00:26,1
27,1713659220000,3142.11,3142.87,3141.21,3142.61,505.253,1713659279999,1587463.66371,1181,167.957,527706.79141,0,2024-04-21 00:27:59.999,2024-04-21 00:27:59.999,00:27,1
28,1713659280000,3142.61,3144.98,3142.6,3144.58,628.072,1713659339999,1974695.43236,1399,331.895,1043435.53217,0,2024-04-21 00:28:59.999,2024-04-21 00:28:59.999,00:28,1
29,1713659340000,3144.58,3145.51,3144.19,3145.51,259.68,1713659399999,816647.23465,683,144.345,453945.5713,0,2024-04-21 00:29:59.999,2024-04-21 00:29:59.999,00:29,1
30,1713659400000,3145.5,3146.39,3144.0,3144.42,613.868,1713659459999,1930791.8217,1335,324.732,1021404.88659,0,2024-04-21 00:30:59.999,2024-04-21 00:30:59.999,00:30,1
31,1713659460000,3144.41,3144.46,3141.59,3142.96,389.121,1713659519999,1222943.97347,1250,134.987,424205.78558,0,2024-04-21 00:31:59.999,2024-04-21 00:31:59.999,00:31,1
32,1713659520000,3142.96,3142.97,3139.27,3140.18,1213.796,1713659579999,3811512.48754,2273,401.905,1261987.30511,0,2024-04-21 00:32:59.999,2024-04-21 00:32:59.999,00:32,1
33,1713659580000,3140.18,3140.18,3136.13,3136.13,1917.593,1713659639999,6017131.00729,2957,509.97,1600514.4116,0,2024-04-21 00:33:59.999,2024-04-21 00:33:59.999,00:33,1
34,1713659640000,3136.13,3137.39,3133.89,3135.2,2136.265,1713659699999,6698270.1048,3277,774.036,2427168.98128,0,2024-04-21 00:34:59.999,2024-04-21 00:34:59.999,00:34,1
35,1713659700000,3135.19,3135.39,3130.0,3130.64,3509.018,1713659759999,10991741.39273,4838,1311.108,4107195.25296,0,2024-04-21 00:35:59.999,2024-04-21 00:35:59.999,00:35,1
36,1713659760000,3130.61,3136.78,3130.6,3135.7,2117.415,1713659819999,6634753.08667,3347,1718.696,5385393.4799,0,2024-04-21 00:36:59.999,2024-04-21 00:36:59.999,00:36,1
37,1713659820000,3135.69,3137.25,3134.0,3135.81,981.376,1713659879999,3077502.12243,2163,528.524,1657414.76069,0,2024-04-21 00:37:59.999,2024-04-21 00:37:59.999,00:37,1
38,1713659880000,3135.81,3135.81,3132.22,3132.22,625.109,1713659939999,1958966.04103,1275,251.29,787533.96426,0,2024-04-21 00:38:59.999,2024-04-21 00:38:59.999,00:38,1
39,1713659940000,3132.22,3132.22,3127.9,3131.42,3267.189,1713659999999,10226336.75017,4328,1225.266,3835631.87553,0,2024-04-21 00:39:59.999,2024-04-21 00:39:59.999,00:39,1
40,1713660000000,3131.43,3132.81,3128.95,3132.15,2412.183,1713660059999,7551780.4697,3950,1912.014,5985846.1677,0,2024-04-21 00:40:59.999,2024-04-21 00:40:59.999,00:40,1
41,1713660060000,3132.15,3134.69,3131.53,3134.28,918.807,1713660119999,2878934.7177,1846,619.167,1940045.21517,0,2024-04-21 00:41:59.999,2024-04-21 00:41:59.999,00:41,1
42,1713660120000,3134.28,3134.68,3131.44,3131.44,499.853,1713660179999,1566091.99779,1118,149.235,467517.62296,0,2024-04-21 00:42:59.999,2024-04-21 00:42:59.999,00:42,1
43,1713660180000,3131.44,3132.9,3130.59,3132.9,581.886,1713660239999,1822076.11689,1038,311.617,975795.44635,0,2024-04-21 00:43:59.999,2024-04-21 00:43:59.999,00:43,1
44,1713660240000,3132.91,3133.44,3131.43,3132.8,576.422,1713660299999,1805709.68246,1029,311.197,974818.88894,0,2024-04-21 00:44:59.999,2024-04-21 00:44:59.999,00:44,1
45,1713660300000,3132.81,3132.81,3129.06,3130.06,1491.416,1713660359999,4668896.6208,2364,677.051,2119696.42591,0,2024-04-21 00:45:59.999,2024-04-21 00:45:59.999,00:45,1
46,1713660360000,3130.07,3131.01,3127.04,3127.97,2211.034,1713660419999,6918398.20622,2956,574.614,1797837.24312,0,2024-04-21 00:46:59.999,2024-04-21 00:46:59.999,00:46,1
47,1713660420000,3127.98,3132.25,3127.98,3130.3,1162.321,1713660479999,3638441.77103,2099,823.63,2578033.81701,0,2024-04-21 00:47:59.999,2024-04-21 00:47:59.999,00:47,1
48,1713660480000,3130.3,3130.3,3126.01,3126.01,1555.276,1713660539999,4863455.35327,2734,370.91,1159785.63931,0,2024-04-21 00:48:59.999,2024-04-21 00:48:59.999,00:48,1
49,1713660540000,3126.02,3129.58,3124.78,3128.64,1840.643,1713660599999,5755264.64195,2936,987.984,3089243.48098,0,2024-04-21 00:49:59.999,2024-04-21 00:49:59.999,00:49,1
50,1713660600000,3128.62,3131.0,3128.22,3129.34,821.356,1713660659999,2570363.30879,1560,516.934,1617590.9603,0,2024-04-21 00:50:59.999,2024-04-21 00:50:59.999,00:50,1
51,1713660660000,3129.34,3131.79,3128.01,3130.49,912.828,1713660719999,2856724.99426,2008,659.115,2062688.51057,0,2024-04-21 00:51:59.999,2024-04-21 00:51:59.999,00:51,1
52,1713660720000,3130.49,3131.5,3130.29,3131.5,621.581,1713660779999,1946097.14211,969,405.372,1269200.59216,0,2024-04-21 00:52:59.999,2024-04-21 00:52:59.999,00:52,1
53,1713660780000,3131.5,3132.75,3131.04,3132.75,626.614,1713660839999,1962474.35531,1301,439.842,1377504.03545,0,2024-04-21 00:53:59.999,2024-04-21 00:53:59.999,00:53,1
54,1713660840000,3132.74,3134.52,3132.1,3134.52,653.461,1713660899999,2047264.84988,1393,463.437,1451974.86514,0,2024-04-21 00:54:59.999,2024-04-21 00:54:59.999,00:54,1
55,1713660900000,3134.51,3137.26,3133.67,3136.7,1249.719,1713660959999,3918781.87193,2136,990.364,3105550.04241,0,2024-04-21 00:55:59.999,2024-04-21 00:55:59.999,00:55,1
56,1713660960000,3136.7,3137.84,3136.05,3137.38,590.647,1713661019999,1852874.45147,1031,403.841,1266878.94401,0,2024-04-21 00:56:59.999,2024-04-21 00:56:59.999,00:56,1
57,1713661020000,3137.38,3139.27,3136.54,3136.68,906.617,1713661079999,2844864.78402,1657,578.413,1815017.77836,0,2024-04-21 00:57:59.999,2024-04-21 00:57:59.999,00:57,1
58,1713661080000,3136.68,3138.0,3135.41,3135.88,679.38,1713661139999,2130965.61314,1016,264.817,830603.38207,0,2024-04-21 00:58:59.999,2024-04-21 00:58:59.999,00:58,1
59,1713661140000,3135.88,3135.89,3133.47,3134.36,571.511,1713661199999,1791496.97516,1537,150.204,470793.16372,0,2024-04-21 00:59:59.999,2024-04-21 00:59:59.999,00:59,1
60,1713661200000,3134.36,3138.92,3133.64,3138.76,1110.537,1713661259999,3483722.3546,2307,712.742,2236197.31251,0,2024-04-21 01:00:59.999,2024-04-21 01:00:59.999,01:00,1
61,1713661260000,3138.76,3139.25,3137.2,3138.86,566.27,1713661319999,1777012.66745,1439,327.376,1027337.23593,0,2024-04-21 01:01:59.999,2024-04-21 01:01:59.999,01:01,1
62,1713661320000,3138.86,3143.76,3138.85,3143.23,1534.469,1713661379999,4819634.56229,3020,1266.725,3978682.11849,0,2024-04-21 01:02:59.999,2024-04-21 01:02:59.999,01:02,1
63,1713661380000,3143.24,3144.0,3141.35,3141.73,716.582,1713661439999,2251931.90407,1506,361.659,1136578.28659,0,2024-04-21 01:03:59.999,2024-04-21 01:03:59.999,01:03,1
64,1713661440000,3141.72,3144.82,3141.64,3144.81,563.619,1713661499999,1771261.01506,1160,432.362,1358810.34304,0,2024-04-21 01:04:59.999,2024-04-21 01:04:59.999,01:04,1
65,1713661500000,3144.82,3146.88,3142.23,3142.23,1245.659,1713661559999,3917891.562,2495,591.423,1860326.25253,0,2024-04-21 01:05:59.999,2024-04-21 01:05:59.999,01:05,1
66,1713661560000,3142.24,3145.0,3142.23,3143.6,931.65,1713661619999,2929255.01859,1722,594.912,1870479.07291,0,2024-04-21 01:06:59.999,2024-04-21 01:06:59.999,01:06,1
67,1713661620000,3143.6,3144.19,3142.0,3142.0,279.621,1713661679999,878990.06731,928,101.52,319148.59149,0,2024-04-21 01:07:59.999,2024-04-21 01:07:59.999,01:07,1
68,1713661680000,3142.01,3143.97,3141.76,3143.97,478.225,1713661739999,1502940.27298,1064,301.27,946794.01432,0,2024-04-21 01:08:59.999,2024-04-21 01:08:59.999,01:08,1
69,1713661740000,3143.99,3144.32,3142.04,3143.63,394.947,1713661799999,1241463.06487,1124,262.385,824747.68652,0,2024-04-21 01:09:59.999,2024-04-21 01:09:59.999,01:09,1
70,1713661800000,3143.62,3143.62,3141.83,3143.13,299.899,1713661859999,942476.01249,1342,92.814,291691.62763,0,2024-04-21 01:10:59.999,2024-04-21 01:10:59.999,01:10,1
71,1713661860000,3143.13,3143.94,3142.08,3143.2,236.185,1713661919999,742382.50394,1049,118.371,372059.22835,0,2024-04-21 01:11:59.999,2024-04-21 01:11:59.999,01:11,1
72,1713661920000,3143.2,3144.88,3143.2,3143.79,287.328,1713661979999,903358.19418,926,179.439,564136.85418,0,2024-04-21 01:12:59.999,2024-04-21 01:12:59.999,01:12,1
73,1713661980000,3143.78,3144.0,3142.44,3142.44,440.169,1713662039999,1383580.33814,723,126.807,398602.22575,0,2024-04-21 01:13:59.999,2024-04-21 01:13:59.999,01:13,1
74,1713662040000,3142.45,3145.21,3142.14,3144.93,512.588,1713662099999,1611330.23884,1103,323.069,1015461.38909,0,2024-04-21 01:14:59.999,2024-04-21 01:14:59.999,01:14,1
75,1713662100000,3144.94,3147.39,3143.32,3146.01,941.483,1713662159999,2961178.77177,1968,570.475,1794487.25126,0,2024-04-21 01:15:59.999,2024-04-21 01:15:59.999,01:15,1
76,1713662160000,3146.01,3146.85,3144.49,3145.39,513.205,1713662219999,1614220.63649,1659,282.139,887422.4076,0,2024-04-21 01:16:59.999,2024-04-21 01:16:59.999,01:16,1
77,1713662220000,3145.4,3147.42,3144.38,3146.86,466.661,1713662279999,1468086.23799,1141,241.429,759508.71345,0,2024-04-21 01:17:59.999,2024-04-21 01:17:59.999,01:17,1
78,1713662280000,3146.85,3147.12,3144.96,3145.38,479.971,1713662339999,1509893.75631,1007,193.949,610173.29686,0,2024-04-21 01:18:59.999,2024-04-21 01:18:59.999,01:18,1
79,1713662340000,3145.38,3146.89,3143.56,3146.89,583.316,1713662399999,1834618.75054,1639,263.588,829088.9158,0,2024-04-21 01:19:59.999,2024-04-21 01:19:59.999,01:19,1
80,1713662400000,3146.89,3147.99,3146.57,3147.51,590.613,1713662459999,1858916.49442,1305,335.008,1054381.83305,0,2024-04-21 01:20:59.999,2024-04-21 01:20:59.999,01:20,1
