,open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore,datetime_utc,datetime_utc_str,time_str,pos
13,1713658380000,64778.9,64798.5,64778.9,64798.4,18.775,1713658439999,1216485.6322,656,8.414,545153.1836,0,2024-04-21 00:13:59.999,2024-04-21 00:13:59.999,00:13,1
14,1713658440000,64798.3,64846.1,64798.3,64846.1,40.034,1713658499999,2595197.7394,1259,23.468,1521286.8039,0,2024-04-21 00:14:59.999,2024-04-21 00:14:59.999,00:14,1
15,1713658500000,64846.1,64870.0,64799.9,64807.0,65.324,1713658559999,4235160.5602,2332,32.463,2104938.2005,0,2024-04-21 00:15:59.999,2024-04-21 00:15:59.999,00:15,1
16,1713658560000,64807.0,64807.1,64775.7,64784.6,33.689,1713658619999,2182642.9813,1290,7.518,487032.0916,0,2024-04-21 00:16:59.999,2024-04-21 00:16:59.999,00:16,1
17,1713658620000,64784.6,64828.8,64773.9,64817.7,110.142,1713658679999,7136479.0642,1823,55.436,3591515.8518,0,2024-04-21 00:17:59.999,2024-04-21 00:17:59.999,00:17,1
18,1713658680000,64817.6,64839.3,64807.3,64839.3,20.24,1713658739999,1311840.0336,884,8.275,536359.4941,0,2024-04-21 00:18:59.999,2024-04-21 00:18:59.999,00:18,1
19,1713658740000,64839.3,64880.7,64839.3,64861.0,89.453,1713658799999,5802296.8366,1529,34.741,2253450.3945,0,2024-04-21 00:19:59.999,2024-04-21 00:19:59.999,00:19,1
20,1713658800000,64861.0,64872.1,64839.3,64853.8,35.005,1713658859999,2270198.9057,1240,18.468,1197718.3843,0,2024-04-21 00:20:59.999,2024-04-21 00:20:59.999,00:20,1
21,1713658860000,64853.8,64853.8,64824.8,64824.8,33.713,1713658919999,2186018.052,842,5.548,359737.4717,0,2024-04-21 00:21:59.999,2024-04-21 00:21:59.999,00:21,1
22,1713658920000,64824.9,64824.9,64793.8,64815.6,39.737,1713658979999,2575107.7551,1146,12.645,819384.7537,0,2024-04-21 00:22:59.999,2024-04-21 00:22:59.999,00:22,1
23,1713658980000,64815.6,64821.5,64809.8,64814.6,16.2,1713659039999,1050045.0027,501,8.21,532141.1704,0,2024-04-21 00:23:59.999,2024-04-21 00:23:59.999,00:23,1
24,1713659040000,64814.5,64819.3,64794.7,64819.2,30.863,1713659099999,2000161.6663,769,19.275,1249135.079,0,2024-04-21 00:24:59.999,2024-04-21 00:24:59.999,00:24,1
25,1713659100000,64819.3,64819.3,64804.6,64817.7,19.96,1713659159999,1293684.8433,542,9.945,644552.9567,0,2024-04-21 00:25:59.999,2024-04-21 00:25:59.999,00:25,1
26,1713659160000,64817.7,64817.7,64805.4,64809.6,20.031,1713659219999,1298269.558,557,3.611,234031.7616,0,2024-04-21 00:26:59.999,2024-04-21 00:26:59.999,00:26,1
27,1713659220000,64809.7,64819.1,64790.8,64819.0,52.439,1713659279999,3398154.5065,1123,24.144,1564643.5312,0,2024-04-21 00:27:59.999,2024-04-21 00:27:59.999,00:27,1
28,1713659280000,64819.1,64848.6,64815.8,64848.1,53.264,1713659339999,3453554.4762,1364,33.674,2183270.1954,0,2024-04-21 00:28:59.999,2024-04-21 00:28:59.999,00:28,1
29,1713659340000,64848.0,64855.5,64842.8,64850.1,32.212,1713659399999,2088990.8423,844,15.813,1025483.4321,0,2024-04-21 00:29:59.999,2024-04-21 00:29:59.999,00:29,1
30,1713659400000,64850.0,64850.0,64810.0,64825.1,38.512,1713659459999,2496807.4966,948,22.279,1444376.8326,0,2024-04-21 00:30:59.999,2024-04-21 00:30:59.999,00:30,1
31,1713659460000,64825.1,64828.1,64790.0,64818.4,44.654,1713659519999,2894011.3291,1135,21.728,1408204.7683,0,2024-04-21 00:31:59.999,2024-04-21 00:31:59.999,00:31,1
32,1713659520000,64818.4,64818.5,64786.9,64787.0,32.728,1713659579999,2120636.6772,999,13.494,874382.2909,0,2024-04-21 00:32:59.999,2024-04-21 00:32:59.999,00:32,1
33,1713659580000,64786.9,64791.1,64733.4,64735.0,84.907,1713659639999,5498963.6062,1724,34.929,2262097.7441,0,2024-04-21 00:33:59.999,2024-04-21 00:33:59.999,00:33,1
34,1713659640000,64735.1,64758.5,64706.6,64725.4,127.929,1713659699999,8281010.7149,1843,69.163,4477159.2004,0,2024-04-21 00:34:59.999,2024-04-21 00:34:59.999,00:34,1
35,1713659700000,64725.4,64725.5,64624.5,64635.2,225.14,1713659759999,14558121.4501,3733,81.394,5262570.7358,0,2024-04-21 00:35:59.999,2024-04-21 00:35:59.999,00:35,1
36,1713659760000,64635.2,64733.2,64635.2,64722.1,123.968,1713659819999,8019198.0514,2555,90.096,5828140.9961,0,2024-04-21 00:36:59.999,2024-04-21 00:36:59.999,00:36,1
37,1713659820000,64722.1,64742.8,64702.6,64739.9,55.219,1713659879999,3574141.5166,1765,30.827,1995222.8262,0,2024-04-21 00:37:59.999,2024-04-21 00:37:59.999,00:37,1
38,1713659880000,64739.9,64739.9,64656.7,64656.7,59.243,1713659939999,3831988.1442,1289,23.841,1541890.8788,0,2024-04-21 00:38:59.999,2024-04-21 00:38:59.999,00:38,1
39,1713659940000,64656.6,64656.6,64604.1,64619.9,108.667,1713659999999,7022885.4449,1748,28.81,1861943.8649,0,2024-04-21 00:39:59.999,2024-04-21 00:39:59.999,00:39,1
40,1713660000000,64620.0,64667.7,64592.4,64652.4,159.065,1713660059999,10280974.6457,2580,109.786,7096859.3653,0,2024-04-21 00:40:59.999,2024-04-21 00:40:59.999,00:40,1
41,1713660060000,64652.4,64697.9,64652.3,64690.2,59.865,1713660119999,3871768.6657,1441,36.075,2333139.9263,0,2024-04-21 00:41:59.999,2024-04-21 00:41:59.999,00:41,1
42,1713660120000,64690.2,64690.2,64633.1,64633.1,39.485,1713660179999,2553241.4806,1111,10.606,685884.0273,0,2024-04-21 00:42:59.999,2024-04-21 00:42:59.999,00:42,1
43,1713660180000,64633.1,64664.1,64620.0,64664.0,53.706,1713660239999,3471933.0173,1029,30.301,1958989.8384,0,2024-04-21 00:43:59.999,2024-04-21 00:43:59.999,00:43,1
44,1713660240000,64664.0,64676.3,64641.8,64672.6,53.02,1713660299999,3428464.1495,1609,31.12,2012287.65,0,2024-04-21 00:44:59.999,2024-04-21 00:44:59.999,00:44,1
45,1713660300000,64672.6,64672.6,64625.0,64626.4,40.796,1713660359999,2637465.1228,1354,17.756,1147885.5769,0,2024-04-21 00:45:59.999,2024-04-21 00:45:59.999,00:45,1
46,1713660360000,64626.3,64655.8,64610.0,64613.9,51.445,1713660419999,3324966.8412,1418,18.691,1208019.6099,0,2024-04-21 00:46:59.999,2024-04-21 00:46:59.999,00:46,1
47,1713660420000,64614.0,64650.0,64610.0,64619.9,83.695,1713660479999,5409079.8403,1420,35.528,2296100.1002,0,2024-04-21 00:47:59.999,2024-04-21 00:47:59.999,00:47,1
48,1713660480000,64619.9,64619.9,64570.5,64576.3,138.313,1713660539999,8932949.0413,2282,38.162,2464619.2674,0,2024-04-21 00:48:59.999,2024-04-21 00:48:59.999,00:48,1
49,1713660540000,64576.2,64621.1,64570.6,64610.1,65.91,1713660599999,4257138.7377,1509,39.375,2543292.0291,0,2024-04-21 00:49:59.999,2024-04-21 00:49:59.999,00:49,1
50,1713660600000,64610.1,64639.3,64610.0,64626.6,56.674,1713660659999,3662744.4725,1151,30.158,1949005.0653,0,2024-04-21 00:50:59.999,2024-04-21 00:50:59.999,00:50,1
51,1713660660000,64626.6,64632.7,64610.1,64626.2,45.406,1713660719999,2934054.2229,971,25.401,1641334.4804,0,2024-04-21 00:51:59.999,2024-04-21 00:51:59.999,00:51,1
52,1713660720000,64626.2,64665.0,64616.2,64665.0,39.818,1713660779999,2573859.3898,1125,27.589,1783449.134,0,2024-04-21 00:52:59.999,2024-04-21 00:52:59.999,00:52,1
53,1713660780000,64665.0,64669.9,64643.0,64669.9,55.689,1713660839999,3600836.1175,1182,33.368,2157582.9674,0,2024-04-21 00:53:59.999,2024-04-21 00:53:59.999,00:53,1
54,1713660840000,64669.9,64687.7,64659.9,64677.5,50.169,1713660899999,3244519.0187,1207,33.856,2189554.9065,0,2024-04-21 00:54:59.999,2024-04-21 00:54:59.999,00:54,1
55,1713660900000,64677.5,64729.3,64665.3,64719.3,88.607,1713660959999,5732930.2789,2005,68.09,4405760.1571,0,2024-04-21 00:55:59.999,2024-04-21 00:55:59.999,00:55,1
56,1713660960000,64719.3,64742.8,64710.1,64742.8,57.325,1713661019999,3710441.1514,1358,34.962,2263045.3216,0,2024-04-21 00:56:59.999,2024-04-21 00:56:59.999,00:56,1
57,1713661020000,64742.8,64750.0,64715.8,64727.8,46.926,1713661079999,3038018.7945,1135,24.55,1589406.3453,0,2024-04-21 00:57:59.999,2024-04-21 00:57:59.999,00:57,1
58,1713661080000,64727.7,64752.6,64727.7,64752.6,44.186,1713661139999,2860858.3664,818,28.523,1846717.1372,0,2024-04-21 00:58:59.999,2024-04-21 00:58:59.999,00:58,1
59,1713661140000,64752.6,64752.6,64720.8,64732.1,29.815,1713661199999,1930127.9326,943,9.42,609803.5699,0,2024-04-21 00:59:59.999,2024-04-21 00:59:59.999,00:59,1
60,1713661200000,64732.1,64768.2,64700.5,64768.2,78.892,1713661259999,5107279.9155,1677,39.773,2575180.6273,0,2024-04-21 01:00:59.999,2024-04-21 01:00:59.999,01:00,1
61,1713661260000,64768.2,64779.7,64739.9,64758.1,62.796,1713661319999,4066616.6953,1334,26.577,1721040.9074,0,2024-04-21 01:01:59.999,2024-04-21 01:01:59.999,01:01,1
62,1713661320000,64758.1,64886.2,64758.0,64886.1,272.537,1713661379999,17668749.2154,3637,243.251,15770471.2381,0,2024-04-21 01:02:59.999,2024-04-21 01:02:59.999,01:02,1
63,1713661380000,64886.1,64886.2,64850.6,64850.6,66.121,1713661439999,4289309.4964,1365,18.536,1202379.17,0,2024-04-21 01:03:59.999,2024-04-21 01:03:59.999,01:03,1
64,1713661440000,64850.6,64895.8,64827.7,64895.8,95.833,1713661499999,6216078.119,1638,57.576,3734941.434,0,2024-04-21 01:04:59.999,2024-04-21 01:04:59.999,01:04,1
65,1713661500000,64895.8,64915.0,64847.6,64847.6,132.507,1713661559999,8598690.8433,2269,60.115,3901292.7655,0,2024-04-21 01:05:59.999,2024-04-21 01:05:59.999,01:05,1
66,1713661560000,64847.6,64891.0,64847.6,64854.5,61.572,1713661619999,3993754.3876,1599,33.368,2164268.5217,0,2024-04-21 01:06:59.999,2024-04-21 01:06:59.999,01:06,1
67,1713661620000,64854.5,64860.1,64821.8,64821.8,42.826,1713661679999,2776948.0248,966,5.584,362055.7111,0,2024-04-21 01:07:59.999,2024-04-21 01:07:59.999,01:07,1
68,1713661680000,64821.9,64867.2,64821.8,64867.2,53.356,1713661739999,3460208.8531,1233,23.798,1543135.0992,0,2024-04-21 01:08:59.999,2024-04-21 01:08:59.999,01:08,1
69,1713661740000,64867.3,64870.0,64840.2,64860.6,37.083,1713661799999,2405174.212,824,11.41,740038.2068,0,2024-04-21 01:09:59.999,2024-04-21 01:09:59.999,01:09,1
70,1713661800000,64860.6,64865.8,64843.8,64854.2,32.75,1713661859999,2124001.5637,570,19.379,1256816.4191,0,2024-04-21 01:10:59.999,2024-04-21 01:10:59.999,01:10,1
71,1713661860000,64854.2,64862.9,64841.2,64858.5,27.606,1713661919999,1790313.3806,686,14.158,918163.603,0,2024-04-21 01:11:59.999,2024-04-21 01:11:59.999,01:11,1
72,1713661920000,64858.5,64879.0,64858.4,64870.0,32.132,1713661979999,2084344.0973,917,17.303,1122374.8749,0,2024-04-21 01:12:59.999,2024-04-21 01:12:59.999,01:12,1
73,1713661980000,64870.1,64875.4,64860.7,64860.7,43.242,1713662039999,2805084.3281,944,16.133,1046513.3992,0,2024-04-21 01:13:59.999,2024-04-21 01:13:59.999,01:13,1
74,1713662040000,64860.3,64878.0,64838.2,64871.9,61.262,1713662099999,3973498.454,1220,21.964,1424583.8062,0,2024-04-21 01:14:59.999,2024-04-21 01:14:59.999,01:14,1
75,1713662100000,64871.8,64930.0,64850.0,64912.7,85.169,1713662159999,5527594.9715,2197,56.918,3694094.9274,0,2024-04-21 01:15:59.999,2024-04-21 01:15:59.999,01:15,1
76,1713662160000,64912.7,64920.6,64883.9,64891.9,55.439,1713662219999,3598165.5757,1356,27.715,1798749.5442,0,2024-04-21 01:16:59.999,2024-04-21 01:16:59.999,01:16,1
77,1713662220000,64891.8,64930.0,64879.0,64921.4,57.911,1713662279999,3758738.0551,1331,33.223,2156492.0068,0,2024-04-21 01:17:59.999,2024-04-21 01:17:59.999,01:17,1
78,1713662280000,64921.4,64929.0,64905.3,64908.0,85.308,1713662339999,5537971.4962,1165,16.759,1087969.6484,0,2024-04-21 01:18:59.999,2024-04-21 01:18:59.999,01:18,1
79,1713662340000,64908.0,64948.4,64896.6,64942.3,174.649,1713662399999,11338373.2811,1645,140.548,9124617.0119,0,2024-04-21 01:19:59.999,2024-04-21 01:19:59.999,01:19,1
80,1713662400000,64942.3,64985.7,64935.3,64965.9,147.184,1713662459999,9561163.7874,2398,95.902,6229752.0704,0,2024-04-21 01:20:59.999,2024-04-21 01:20:59.999,01:20,1
81,1713662460000,64966.0,65087.8,64960.1,65065.9,480.371,1713662519999,31244768.4438,7649,359.611,23389500.119,0,2024-04-21 01:21:59.999,2024-04-21 01:21:59.999,01:21,1
82,1713662520000,65065.9,65066.0,65009.3,65009.3,94.99,1713662579999,6177122.644,1824,25.742,1673777.1177,0,2024-04-21 01:22:59.999,2024-04-21 01:22:59.999,01:22,1
83,1713662580000,65008.9,65049.1,65008.8,65023.0,87.043,1713662639999,5660423.7866,2445,43.45,2825455.5709,0,2024-04-21 01:23:59.999,2024-04-21 01:23:59.999,01:23,1
84,1713662640000,65023.0,65023.1,64951.0,64964.4,132.66,1713662699999,8620328.1369,1803,33.149,2153807.382,0,2024-04-21 01:24:59.999,2024-04-21 01:24:59.999,01:24,1
85,1713662700000,64964.4,64985.9,64930.0,64930.0,66.002,1713662759999,4287441.5779,1689,23.742,1542275.7796,0,2024-04-21 01:25:59.999,2024-04-21 01:25:59.999,01:25,1
86,1713662760000,64930.0,64935.0,64912.0,64929.4,59.06,1713662819999,3834110.3585,1860,14.851,964128.7172,0,2024-04-21 01:26:59.999,2024-04-21 01:26:59.999,01:26,1
87,1713662820000,64929.4,64987.8,64929.4,64985.6,73.179,1713662879999,4753764.889,1958,49.597,3221807.4647,0,2024-04-21 01:27:59.999,2024-04-21 01:27:59.999,01:27,1
88,1713662880000,64985.6,64996.3,64985.4,64991.0,42.573,1713662939999,2766800.4445,863,22.532,1464349.3466,0,2024-04-21 01:28:59.999,2024-04-21 01:28:59.999,01:28,1
89,1713662940000,64991.1,65000.0,64984.1,64999.9,86.039,1713662999999,5592220.2736,1347,44.479,2890996.8761,0,2024-04-21 01:29:59.999,2024-04-21 01:29:59.999,01:29,1
90,1713663000000,65000.0,65040.0,64987.6,65000.1,130.764,1713663059999,8501681.5114,2488,54.244,3526879.1607,0,2024-04-21 01:30:59.999,2024-04-21 01:30:59.999,01:30,1
91,1713663060000,65000.0,65005.8,64938.0,64939.8,99.552,1713663119999,6467243.4134,2276,19.933,1295030.0925,0,2024-04-21 01:31:59.999,2024-04-21 01:31:59.999,01:31,1
92,1713663120000,64939.8,64978.6,64939.8,64964.4,59.093,1713663179999,3838337.6011,1353,23.127,1502226.05,0,2024-04-21 01:32:59.999,2024-04-21 01:32:59.999,01:32,1
93,1713663180000,64964.4,65000.0,64951.5,64981.8,55.622,1713663239999,3613979.288,1208,25.273,1642072.9604,0,2024-04-21 01:33:59.999,2024-04-21 01:33:59.999,01:33,1
94,1713663240000,64981.8,64998.8,64970.2,64998.8,32.946,1713663299999,2140865.3445,812,15.193,987252.3079,0,2024-04-21 01:34:59.999,2024-04-21 01:34:59.999,01:34,1
95,1713663300000,64998.7,64998.8,64972.7,64976.0,25.44,1713663359999,1653085.9182,835,11.418,741894.5472,0,2024-04-21 01:35:59.999,2024-04-21 01:35:59.999,01:35,1
96,1713663360000,64976.0,64976.0,64938.7,64939.2,54.495,1713663419999,3539516.0067,1275,17.012,1104908.3367,0,2024-04-21 01:36:59.999,2024-04-21 01:36:59.999,01:36,1
97,1713663420000,64939.2,64963.5,64930.6,64956.0,68.579,1713663479999,4453465.3963,1466,15.909,1033219.7429,0,2024-04-21 01:37:59.999,2024-04-21 01:37:59.999,01:37,1
98,1713663480000,64955.9,64976.0,64945.0,64963.0,35.716,1713663539999,2320048.3625,964,14.671,952982.8903,0,2024-04-21 01:38:59.999,2024-04-21 01:38:59.999,01:38,1
99,1713663540000,64963.0,64972.0,64950.6,64972.0,20.275,1713663599999,1317068.9464,597,8.951,581446.3871,0,2024-04-21 01:39:59.999,2024-04-21 01:39:59.999,01:39,1
100,1713663600000,64972.0,64983.1,64961.4,64969.6,37.545,1713663659999,2439389.2668,789,24.291,1578205.3066,0,2024-04-21 01:40:59.999,2024-04-21 01:40:59.999,01:40,1
101,1713663660000,64969.7,64996.0,64961.5,64961.5,83.608,1713663719999,5432885.8787,1479,20.071,1304255.3372,0,2024-04-21 01:41:59.999,2024-04-21 01:41:59.999,01:41,1
102,1713663720000,64961.5,64992.9,64943.0,64986.3,65.434,1713663779999,4251049.1599,1223,29.557,1920544.2167,0,2024-04-21 01:42:59.999,2024-04-21 01:42:59.999,01:42,1
103,1713663780000,64986.3,64991.7,64950.0,64954.7,74.082,1713663839999,4813100.0737,1389,7.51,487940.9241,0,2024-04-21 01:43:59.999,2024-04-21 01:43:59.999,01:43,1
104,1713663840000,64954.8,64976.6,64945.0,64964.9,56.896,1713663899999,3696053.6196,1090,23.06,1498174.4289,0,2024-04-21 01:44:59.999,2024-04-21 01:44:59.999,01:44,1
105,1713663900000,64965.0,64965.0,64915.4,64921.0,143.523,1713663959999,9319058.459,2488,12.531,813558.8672,0,2024-04-21 01:45:59.999,2024-04-21 01:45:59.999,01:45,1
106,1713663960000,64921.1,64982.9,64921.0,64973.1,72.139,1713664019999,4686641.5478,1120,33.101,2150184.3448,0,2024-04-21 01:46:59.999,2024-04-21 01:46:59.999,01:46,1
107,1713664020000,64973.0,64973.1,64922.1,64924.1,67.434,1713664079999,4379595.1315,1538,8.32,540330.4312,0,2024-04-21 01:47:59.999,2024-04-21 01:47:59.999,01:47,1
108,1713664080000,64924.1,64924.2,64866.0,64866.0,98.528,1713664139999,6394151.0372,1773,21.709,1408684.1297,0,2024-04-21 01:48:59.999,2024-04-21 01:48:59.999,01:48,1
109,1713664140000,64866.0,64914.1,64866.0,64909.9,51.346,1713664199999,3331749.4534,1226,15.144,982688.1221,0,2024-04-21 01:49:59.999,2024-04-21 01:49:59.999,01:49,1
110,1713664200000,64910.0,64949.8,64889.9,64943.7,56.394,1713664259999,3661554.7737,1357,39.132,2540806.9137,0,2024-04-21 01:50:59.999,2024-04-21 01:50:59.999,01:50,1
111,1713664260000,64943.7,64960.0,64937.3,64960.0,47.556,1713664319999,3088738.0542,1011,27.337,1775538.2234,0,2024-04-21 01:51:59.999,2024-04-21 01:51:59.999,01:51,1
112,1713664320000,64959.9,64963.9,64915.0,64915.0,39.893,1713664379999,2590746.7645,1228,13.298,863738.7144,0,2024-04-21 01:52:59.999,2024-04-21 01:52:59.999,01:52,1
113,1713664380000,64915.1,64922.8,64900.9,64915.7,26.655,1713664439999,1730327.1312,1467,10.21,662787.515,0,2024-04-21 01:53:59.999,2024-04-21 01:53:59.999,01:53,1
114,1713664440000,64915.6,64915.7,64888.3,64898.3,45.541,1713664499999,2955565.7309,1584,10.204,662210.7294,0,2024-04-21 01:54:59.999,2024-04-21 01:54:59.999,01:54,1
115,1713664500000,64898.4,64950.0,64897.4,64945.4,24.826,1713664559999,1611863.7356,927,12.27,796603.7337,0,2024-04-21 01:55:59.999,2024-04-21 01:55:59.999,01:55,1
116,1713664560000,64945.5,64957.1,64927.4,64950.0,15.301,1713664619999,993736.1851,807,8.899,577948.3116,0,2024-04-21 01:56:59.999,2024-04-21 01:56:59.999,01:56,1
117,1713664620000,64950.1,64950.1,64913.0,64923.0,31.541,1713664679999,2047804.0281,707,3.639,236268.465,0,2024-04-21 01:57:59.999,2024-04-21 01:57:59.999,01:57,1
118,1713664680000,64922.9,64928.8,64914.4,64921.5,17.629,1713664739999,1144493.0042,467,4.602,298768.1912,0,2024-04-21 01:58:59.999,2024-04-21 01:58:59.999,01:58,1
119,1713664740000,64921.6,64928.1,64910.1,64915.7,21.313,1713664799999,1383604.382,640,10.35,671887.334,0,2024-04-21 01:59:59.999,2024-04-21 01:59:59.999,01:59,1
120,1713664800000,64915.6,64944.4,64890.6,64932.1,57.66,1713664859999,3743349.3176,1536,27.233,1768140.9747,0,2024-04-21 02:00:59.999,2024-04-21 02:00:59.999,02:00,1
121,1713664860000,64932.1,64932.1,64903.7,64903.8,24.124,1713664919999,1566097.5948,984,5.985,388536.2052,0,2024-04-21 02:01:59.999,2024-04-21 02:01:59.999,02:01,1
122,1713664920000,64903.8,64978.9,64903.7,64971.0,34.468,1713664979999,2238497.3036,1268,24.795,1610340.5577,0,2024-04-21 02:02:59.999,2024-04-21 02:02:59.999,02:02,1
123,1713664980000,64970.9,64971.0,64907.3,64920.2,37.939,1713665039999,2463370.0735,922,12.425,806613.7081,0,2024-04-21 02:03:59.999,2024-04-21 02:03:59.999,02:03,1
124,1713665040000,64920.1,64941.5,64909.0,64919.9,16.812,1713665099999,1091463.4017,749,8.249,535519.1844,0,2024-04-21 02:04:59.999,2024-04-21 02:04:59.999,02:04,1
125,1713665100000,64919.9,64930.0,64911.0,64913.7,35.078,1713665159999,2277143.5859,764,9.46,614103.4349,0,2024-04-21 02:05:59.999,2024-04-21 02:05:59.999,02:05,1
126,1713665160000,64913.6,64923.2,64900.0,64921.4,25.375,1713665219999,1647108.1483,893,9.957,646295.6518,0,2024-04-21 02:06:59.999,2024-04-21 02:06:59.999,02:06,1
127,1713665220000,64921.5,64958.8,64914.0,64941.7,37.415,1713665279999,2429584.2593,1020,9.052,587828.1087,0,2024-04-21 02:07:59.999,2024-04-21 02:07:59.999,02:07,1
128,1713665280000,64941.6,64958.7,64937.4,64942.7,21.25,1713665339999,1380159.02,663,7.949,516273.0642,0,2024-04-21 02:08:59.999,2024-04-21 02:08:59.999,02:08,1
129,1713665340000,64942.8,64942.8,64920.8,64933.1,30.816,1713665399999,2001001.7118,835,11.214,728154.8059,0,2024-04-21 02:09:59.999,2024-04-21 02:09:59.999,02:09,1
130,1713665400000,64933.2,64933.2,64905.4,64905.5,40.542,1713665459999,2632019.0228,938,9.962,646680.2311,0,2024-04-21 02:10:59.999,2024-04-21 02:10:59.999,02:10,1
131,1713665460000,64905.5,64934.5,64905.4,64933.0,25.302,1713665519999,1642588.7641,691,13.469,874325.7698,0,2024-04-21 02:11:59.999,2024-04-21 02:11:59.999,02:11,1
132,1713665520000,64933.0,64950.0,64923.0,64942.4,33.521,1713665579999,2176690.2555,842,13.936,904898.2929,0,2024-04-21 02:12:59.999,2024-04-21 02:12:59.999,02:12,1
133,1713665580000,64942.3,64960.2,64917.3,64953.0,28.573,1713665639999,1855669.9173,988,11.565,751080.5466,0,2024-04-21 02:13:59.999,2024-04-21 02:13:59.999,02:13,1
134,1713665640000,64952.9,65013.3,64934.8,65003.3,113.846,1713665699999,7396839.3902,2057,76.233,4953645.454,0,2024-04-21 02:14:59.999,2024-04-21 02:14:59.999,02:14,1
135,1713665700000,65003.3,65003.3,64974.9,64980.0,42.834,1713665759999,2783558.3562,1187,9.27,602401.6245,0,2024-04-21 02:15:59.999,2024-04-21 02:15:59.999,02:15,1
136,1713665760000,64980.0,64992.1,64948.5,64966.0,51.253,1713665819999,3330014.3253,1274,24.037,1561809.5718,0,2024-04-21 02:16:59.999,2024-04-21 02:16:59.999,02:16,1
137,1713665820000,64965.9,64993.4,64948.7,64988.1,30.221,1713665879999,1963565.239,768,22.327,1450688.8952,0,2024-04-21 02:17:59.999,2024-04-21 02:17:59.999,02:17,1
138,1713665880000,64988.1,65028.0,64981.5,65024.0,170.445,1713665939999,11080146.4366,2547,110.178,7162243.1671,0,2024-04-21 02:18:59.999,2024-04-21 02:18:59.999,02:18,1
139,1713665940000,65024.1,65050.0,65013.4,65021.3,270.078,1713665999999,17566404.241,2555,207.389,13489401.5431,0,2024-04-21 02:19:59.999,2024-04-21 02:19:59.999,02:19,1
140,1713666000000,65021.4,65203.6,65018.0,65154.5,718.794,1713666059999,46822454.3508,8230,519.708,33851479.6127,0,2024-04-21 02:20:59.999,2024-04-21 02:20:59.999,02:20,1
141,1713666060000,65154.5,65154.5,65083.3,65123.0,186.871,1713666119999,12166878.8104,2964,87.646,5706414.8556,0,2024-04-21 02:21:59.999,2024-04-21 02:21:59.999,02:21,1
142,1713666120000,65123.0,65150.0,65093.2,65144.5,115.973,1713666179999,7551480.9453,1964,51.207,3334454.8484,0,2024-04-21 02:22:59.999,2024-04-21 02:22:59.999,02:22,1
